g,label,CS Code,CS Code,CS Code
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Gerardus Majellaklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Josephklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Josephklooster.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster d. Franciscanessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster v/h Heilig Hart,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"""Zuster van Liefde"".",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Clarissenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Franciscanessenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusterklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster d. Dominicanessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het klooster d. Paters v.d. Hoilligen geest,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster d. Eerw. Zusters,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster d. Godd. Voorzienigheid,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het zusterklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Jezuitenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ursulinenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster d. Heilige Harten,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Trappistenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Carmelietenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Carmellitesseklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Carmelitessenklooster Elzendaal,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Capucijnerklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster Sion,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Carmelitessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster der Capucijnen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster Heilige Harten,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Carmelitessenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Clarissenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Minderbroedersklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Klooster van de Zusters der Goddelijke Voorzienigheid,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Capucijnenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,O.L. Vrouwe van Carmel,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Redemptoristenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster d. zusters Franciscanessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster Dominicanen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Jezuitenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Redemptoristenklooster.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Franciscanenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Broederklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Carmelitessenklooster.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Carmelitessen.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster v/d Heilige Harten,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Klooster ""Bethlehem""",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Klooster Mater Dolorosa ""der Passionisten""",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Minderbroederskloosters,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Dominicanenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster d. Zusters v. Barmhartigheid,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Kloosters d. Zusters v/h Heilige Graf,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Klooster der""Benedietinessen""",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Klooster der Augustinessen,",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Franciscanessenklooster.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Zusterklooster,",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Ursulineklooster,",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Capneijnenklooster.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,O. L. V. v. D. Berg Carmel.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusterklooster.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster v.h. H. Hart.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,O.L.V. van den Berg Carmel.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Wit Klooster.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ursulineklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster de la Divine Providence,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster Leijenbroek,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Dominicanessenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Heilige Geest Klooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters Carmelitessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Brigittinessenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Kruisheerenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster der Broeders van de onbevlekte ontvangenis,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster der Capucijnen.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Klooster der Redemptoristinnen,",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Het klooster ""Velseroord""",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Ursulinenklooster ""Casino"".",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Broederklooster.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Dominicanenklooster ""Albertushof"".",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Minderbroedersklooster.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ursulinenklooster  ,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Franciseanenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Julianaklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Augustijnenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klooster St Marie,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Abdij van Berne,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Broeders d. onbevlekte ontvangenis,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Broeders Onbevlekte Ontvangenis.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Broeders v/d onbevlekte Ontvangenis.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Capucijnen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,College der Paters Franciscanen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Dochters van liefde,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Dominicanessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Dominicanessen ""In 't Ven"".",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Franciscanen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Franciscanessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Franciscanessen ,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Franciscanessen.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"St. Norbertusgesticht,",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Paulusklooster.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Ursulaklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"R,-K. Oude Vrouwenhuis",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Vincentius Klooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ned. Herv. Oudeliedenhuis,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Paters,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Paters Augustijnen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Paters Capucijnen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Paters Conventueelen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Paters Dominicanen,",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Paters Franciseanen.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Paters Redemptoristen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Paters Redemptoristen.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Procurie Witte Paters,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.K Zusterhuis,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.-K. Zusterhuis,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Fraterhuis,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters v.d. Aanbidding v.d Gerechtigheid Gods.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Joannes Baptist,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Fraterhuis,",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ursulinen.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het R.-K. Godshuis.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St.Paulus Abdij,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Fratershuis,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Fratershuis ""Steenwijk""",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zuster v. barmhartigheid.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zuster v.h.Heilige Hart,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusterhuis en Kostschool der Evangelische Broedergemeente,2-72,2-62,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusterhuis St.Maria,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusterhuis.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters Clarissen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters der Chr. Liefde,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Zusters Domincanessen,",2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters Franciscanessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters Oblaten,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters Urselinen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters Ursulinen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters v. O.L. vrouwe v. Vistatie,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters v.d. altijddurenden bijstand.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters v.d. H. Geest,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters v.h. Arme kind Jezus,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters v/d Goddelijke Voorzienigheid,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters van het Groenee Kruis.,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters van het heilig Hart van Jezus,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters van het Heilige Hart,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters van Liefde,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters van O.L. vrouwe moeder van Barmhartigheid,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters van O.L.V cénaele,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters van Onze Lieve Vrouwe,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Oud-Kath. Seminarium,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Aarts-Bisschoppelijk Seminarie,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Seminarie,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Groot Seminarie,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Bisschoppelijk Seminarie,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Aartsbisschoppelijk Seminarie,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.-K. Seminarium,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Seminarie v/h Heilig hout,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Groot Seminarie.,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Seminairie ""Hageveld""",2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.-K.Seminarium,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,De St. Franciscusstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Albertusstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Annastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Elisabethstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Gerardus Majellastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Josephstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Liduinastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Magdalenastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Adriaanstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Aleida Kramer-stichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Anna Mariastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Berghorststichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Bergstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Bernardusstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Carel van Walzeestichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Carolus Borromeusstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Christinastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Clarastichting.,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Damianenstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Damianusstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,De Mariastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,De Pelgromstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,De Pre-Theunissenstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Dierstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Dr. Meyer's stichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Elisabeth Otter Knoll-stichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Elisabethstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Feddersstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Fortgens Otterstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gerharda Sebilla Verhoevenstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Godelindestichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hendrikastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,J.J Woutersstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"J.P. Heijestichting,",2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Joanna van Lyndenstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Johanna Elisabeth stichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Johannastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Johannesstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,L. En N. Smitsstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Langschotstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Louisa-Stichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Louisestichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Maephersonstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Magdalennstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Mariastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Mariastichting.,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Marthastichting.,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Mr. J.P. Adolfstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,O.L. Vrouwestichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Pieter Pauwstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Piusstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Prins Hendrikstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Rosastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Sareptastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Snouck v. Loosenstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Sophiastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Odulphusstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Reinildestichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Xavieriusstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Stichting ""Vrederust""",2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Stichting Drost Ijzerman,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Stichting Fribourg,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Stichting""Avondrust""",2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Theodora-Elisabethstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Theresiastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Thomas Scheltusstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Van Capellenstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Van verschuer Brants-stichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Verbeekstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Westerveldstichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Diaconie Rusthuis.,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,N.-H. Diaconiehuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Evang. Luth. Diaconessenhuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ned.Herv.Diaconiehuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,N.H. Diaconessenhuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ned. Herv. Diaconiehuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ned. Herv.Diaconiehuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,N. H. Diaconiehuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Diaconessenhuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"N,-H. Diaconiehuis",2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,N.H. Diaconiehuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Diaconiehuis d. Ned. Herv. Gem.,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,N. H. diaconiehuis.,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,N.H Diaconiehuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Diaconiehuis N.H. Gem.,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"N.H.Diaconiehuis,",2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Diaconiehuis der Ned. Herv. Gem.,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Diaconiehuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,N.-H. Diaconiehuis.,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Diaconiehuis ,,Zorgvliet""",2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ned. Herv. Diaconiehuis.,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Diac. Oude Mann. En Vr. Huis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ned. Herv. Dieaconiehuis.,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Huis v. Bewaring,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Strafgevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Vrouwengevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,De Strafgevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Huis van Bewaring,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hulpstrafgevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Bijzondere Strafgevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Bijz. Strafgevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Huis van Bewaring.,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gevangenis.,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Starfgevangenis.,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Strafgevangenis.,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,N.H. Diaconie-werkhuis,2-82,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Werkinrichting,2-82,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Werkinrichting voor hulpbehoevende blinden,2-82,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Werkinrichtingen,2-82,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Groot-Vrouwenhofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Klein- Vrouwenhofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Hofje ""Dirk Glas"" ",2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje de Groene Tuin,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Teijlershofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje van Bakenes,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje van Heijthuijsen,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Blokshofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje van Guurtje Borret ,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Jan Verwershofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje de Twaalf Apostelen,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Brouwershofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje van Guurtje de Waal,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje van Gratie,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Bruiningshofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Wijnbergshofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zuiderhofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Frans van Loenenhofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Evang.Luthersch Hofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Remonstrantsch Hofje,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje van Oorschot,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje van Noblet,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje van Spoorwater,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofje van Staats,2-9,,
